WKT,nama,deskripsi
"POLYGON ((106.8509219 -6.2328908, 106.8506859 -6.2332321, 106.8505786 -6.2336374, 106.8506859 -6.2342346, 106.8509863 -6.2346186, 106.8515657 -6.2348745, 106.8521879 -6.2353865, 106.8525527 -6.2357278, 106.8527029 -6.2361331, 106.8525098 -6.2368796, 106.8521236 -6.2380741, 106.8518446 -6.239098, 106.8516515 -6.2397593, 106.8518446 -6.2402072, 106.8522308 -6.2412951, 106.8525742 -6.242063, 106.8528531 -6.2422336, 106.8534325 -6.2420843, 106.8539045 -6.2420203, 106.8535183 -6.2415297, 106.8532179 -6.2408898, 106.8529819 -6.2398872, 106.8531106 -6.2389274, 106.8533037 -6.2384368, 106.8535398 -6.2375622, 106.8535612 -6.2363037, 106.8534754 -6.2355358, 106.8533896 -6.2346826, 106.852896 -6.2347252, 106.8527458 -6.2343413, 106.8527029 -6.2337227, 106.8525312 -6.2334667, 106.8519733 -6.233552, 106.8513511 -6.2334667, 106.8513082 -6.2330614, 106.8509219 -6.2328908))",Tebet Echo Park,
