WKT,nama,deskripsi
"POLYGON ((106.8059172 -6.2129016, 106.8027844 -6.2135842, 106.7983212 -6.2146508, 106.7982783 -6.2150348, 106.7982783 -6.2155041, 106.7984071 -6.2171253, 106.79845 -6.2179359, 106.7983641 -6.2195144, 106.7983641 -6.220453, 106.798965 -6.2208796, 106.8004241 -6.2214342, 106.801497 -6.2218608, 106.8022694 -6.2220741, 106.8028273 -6.2223301, 106.8032565 -6.2226714, 106.8037715 -6.223354, 106.8047585 -6.2245486, 106.8062606 -6.22361, 106.8073764 -6.2229274, 106.8087497 -6.2222448, 106.8089213 -6.2219461, 106.8084063 -6.2214769, 106.8083205 -6.2208369, 106.8083205 -6.215888, 106.8071189 -6.2158027, 106.8067326 -6.2156747, 106.8062177 -6.2155894, 106.8060889 -6.2149494, 106.8061747 -6.2145655, 106.8062606 -6.2138829, 106.8062606 -6.2133282, 106.8059172 -6.2129016))",GBK
,
