WKT,nama,deskripsi
"POLYGON ((106.8836797 -6.2989404, 106.883508 -6.3000495, 106.8838513 -6.3014572, 106.8845809 -6.3028221, 106.8861687 -6.3042298, 106.8880141 -6.3050829, 106.8896449 -6.3055095, 106.8914044 -6.305936, 106.8938935 -6.3066185, 106.8959964 -6.3070451, 106.8974555 -6.3078555, 106.8989146 -6.3086233, 106.9001591 -6.3094764, 106.9017041 -6.3108841, 106.903249 -6.311268, 106.9043648 -6.3110973, 106.9045794 -6.309775, 106.9052661 -6.3090925, 106.9048369 -6.3080261, 106.9050086 -6.3075143, 106.9052661 -6.3069171, 106.9061244 -6.3060213, 106.9064248 -6.304699, 106.9059098 -6.3042724, 106.9059527 -6.3028221, 106.9060385 -6.299495, 106.8836797 -6.2989404))",TMII
,
