WKT,nama,deskripsi
"POLYGON ((106.8161764 -6.3052442, 106.8161764 -6.3057561, 106.8164768 -6.3063106, 106.8168631 -6.3069078, 106.8168202 -6.3075476, 106.8164768 -6.3079315, 106.8159619 -6.3081448, 106.8157044 -6.3092112, 106.8157473 -6.3102349, 106.8160906 -6.3104908, 106.8166485 -6.3105762, 106.8171635 -6.3106615, 106.8172493 -6.3114293, 106.8176785 -6.3115572, 106.8176785 -6.3121117, 106.8178501 -6.3145431, 106.8173351 -6.3150123, 106.8166056 -6.3152682, 106.816391 -6.3157801, 106.816391 -6.3162493, 106.8173351 -6.3163346, 106.8179789 -6.3162919, 106.818923 -6.3165479, 106.8193951 -6.317273, 106.8206396 -6.3174863, 106.8222704 -6.3175289, 106.823472 -6.3176569, 106.8245449 -6.3178702, 106.825017 -6.3178702, 106.825017 -6.3164625, 106.8251887 -6.314799, 106.8254032 -6.3134767, 106.8254032 -6.312325, 106.8257895 -6.3113866, 106.8265619 -6.3114719, 106.8269053 -6.3106188, 106.827034 -6.3089552, 106.8267765 -6.308614, 106.8257466 -6.308614, 106.8248453 -6.3085713, 106.8245449 -6.3081448, 106.8245449 -6.3072917, 106.8245449 -6.3064386, 106.8239012 -6.3062253, 106.8230429 -6.3064386, 106.8223992 -6.3065239, 106.821455 -6.3066518, 106.8207684 -6.3066518, 106.8204251 -6.306012, 106.8201676 -6.3055855, 106.8194809 -6.3058414, 106.8189659 -6.305884, 106.8184509 -6.3056708, 106.8181076 -6.3052442, 106.8176356 -6.3054148, 106.8172493 -6.3054575, 106.8167343 -6.3051162, 106.8161764 -6.3052442))",Ragunan
,
