WKT,nama,deskripsi
"POLYGON ((106.8233249 -6.1717716, 106.823239 -6.1724543, 106.8231961 -6.1736916, 106.8231103 -6.1756542, 106.8230674 -6.1783422, 106.8230245 -6.1793235, 106.8231103 -6.1798355, 106.8234965 -6.1801768, 106.8239686 -6.1803048, 106.8260714 -6.1802195, 106.8293759 -6.1801342, 106.8309209 -6.1800915, 106.830878 -6.1795369, 106.8306634 -6.1792382, 106.8303201 -6.1787689, 106.8306205 -6.1784275, 106.8298909 -6.1777875, 106.8299338 -6.1741182, 106.829848 -6.1737343, 106.8296334 -6.1734356, 106.8292472 -6.1731796, 106.8290326 -6.1728809, 106.8290755 -6.1725396, 106.8292043 -6.1720276, 106.8289897 -6.1716436, 106.8236682 -6.1715156, 106.8233249 -6.1717716))",monas
,
