WKT,nama,deskripsi
"POLYGON ((106.7327807 -6.1205097, 106.7300341 -6.1334815, 106.7293474 -6.1450875, 106.7272875 -6.159424, 106.7300341 -6.1846826, 106.7334673 -6.1976528, 106.7444536 -6.2113053, 106.7499468 -6.2297355, 106.7540667 -6.2406569, 106.7616198 -6.2536257, 106.7657396 -6.2645465, 106.7684862 -6.2768322, 106.774666 -6.2891175, 106.7870256 -6.2918476, 106.7993853 -6.2918476, 106.8199846 -6.2911651, 106.8268511 -6.2952601, 106.8488237 -6.3054976, 106.8611834 -6.3068626, 106.8769762 -6.3082276, 106.8975756 -6.3075451, 106.9119951 -6.3150524, 106.9346544 -6.3109575, 106.9552538 -6.2959426, 106.958687 -6.2809273, 106.9593737 -6.2570384, 106.9525072 -6.2406569, 106.9531939 -6.222227, 106.9483873 -6.2024312, 106.9428942 -6.184, 106.9408342 -6.1601067, 106.939461 -6.1478183, 106.9305346 -6.1293852, 106.9229815 -6.1102686, 106.9195482 -6.1000274, 106.9003222 -6.0952481, 106.8817827 -6.0986619, 106.8701098 -6.1089032, 106.8625567 -6.1143651, 106.8357775 -6.1218752, 106.819298 -6.1150478, 106.8096849 -6.1211924, 106.8035051 -6.1061722, 106.8035051 -6.0966136, 106.795952 -6.0979791, 106.7883989 -6.1089032, 106.7801592 -6.1089032, 106.7698595 -6.1013929, 106.7574999 -6.1034412, 106.7492601 -6.1000274, 106.7362139 -6.1027584, 106.7327807 -6.1205097))",DKI Jakarta
,
